Obs_date,SLEV(metres)
2019-07-30 19:00,4.22
2019-07-30 20:00,3.94
2019-07-30 21:00,3.64
2019-07-30 22:00,3.44
2019-07-30 23:00,3.43
2019-07-31 0:00,3.64
2019-07-31 1:00,3.92
2019-07-31 2:00,4.22
2019-07-31 3:00,4.4
2019-07-31 4:00,4.33
2019-07-31 5:00,3.95
2019-07-31 6:00,3.35
2019-07-31 7:00,2.6
2019-07-31 8:00,1.76
2019-07-31 9:00,0.99
2019-07-31 10:00,0.45
2019-07-31 11:00,0.32
2019-07-31 12:00,0.66
2019-07-31 13:00,1.31
2019-07-31 14:00,2.14
2019-07-31 15:00,3.06
2019-07-31 16:00,3.84
2019-07-31 17:00,4.39
2019-07-31 18:00,4.61
2019-07-31 19:00,4.53
2019-07-31 20:00,4.27
2019-07-31 21:00,3.92
2019-07-31 22:00,3.57
2019-07-31 23:00,3.36
2019-08-01 0:00,3.41
2019-08-01 1:00,3.67
2019-08-01 2:00,3.98
2019-08-01 3:00,4.31
2019-08-01 4:00,4.49
2019-08-01 5:00,4.37
2019-08-01 6:00,3.94
2019-08-01 7:00,3.27
2019-08-01 8:00,2.47
2019-08-01 9:00,1.59
2019-08-01 10:00,0.81
2019-08-01 11:00,0.32
2019-08-01 12:00,0.31
2019-08-01 13:00,0.78
2019-08-01 14:00,1.48
2019-08-01 15:00,2.41
2019-08-01 16:00,3.36
2019-08-01 17:00,4.12
2019-08-01 18:00,4.6
2019-08-01 19:00,4.73
2019-08-01 20:00,4.55
2019-08-01 21:00,4.21
2019-08-01 22:00,3.77
2019-08-01 23:00,3.39
2019-08-02 0:00,3.21
2019-08-02 1:00,3.28
2019-08-02 2:00,3.57
2019-08-02 3:00,3.92
2019-08-02 4:00,4.28
2019-08-02 5:00,4.47
2019-08-02 6:00,4.35
2019-08-02 7:00,3.88
2019-08-02 8:00,3.21
2019-08-02 9:00,2.37
2019-08-02 10:00,1.51
2019-08-02 11:00,0.76
2019-08-02 12:00,0.34
2019-08-02 13:00,0.43
2019-08-02 14:00,0.97
2019-08-02 15:00,1.74
2019-08-02 16:00,2.68
2019-08-02 17:00,3.6
2019-08-02 18:00,4.31
2019-08-02 19:00,4.67
2019-08-02 20:00,4.64
2019-08-02 21:00,4.38
2019-08-02 22:00,3.94
2019-08-02 23:00,3.43
2019-08-03 0:00,3.01
2019-08-03 1:00,2.82
2019-08-03 2:00,2.93
2019-08-03 3:00,3.25
2019-08-03 4:00,3.65
2019-08-03 5:00,4.04
2019-08-03 6:00,4.24
2019-08-03 7:00,4.09
2019-08-03 8:00,3.61
2019-08-03 9:00,2.95
2019-08-03 10:00,2.15
2019-08-03 11:00,1.33
2019-08-03 12:00,0.69
2019-08-03 13:00,0.45
2019-08-03 14:00,0.68
2019-08-03 15:00,1.27
2019-08-03 16:00,2.1
2019-08-03 17:00,3.04
2019-08-03 18:00,3.89
2019-08-03 19:00,4.51
2019-08-03 20:00,4.74
2019-08-03 21:00,4.6
2019-08-03 22:00,4.24
2019-08-03 23:00,3.73
2019-08-04 0:00,3.17
2019-08-04 1:00,2.73
2019-08-04 2:00,2.57
2019-08-04 3:00,2.71
2019-08-04 4:00,3.04
2019-08-04 5:00,3.48
2019-08-04 6:00,3.87
2019-08-04 7:00,4.07
2019-08-04 8:00,3.95
2019-08-04 9:00,3.52
2019-08-04 10:00,2.92
2019-08-04 11:00,2.18
2019-08-04 12:00,1.47
2019-08-04 13:00,0.95
2019-08-04 14:00,0.82
2019-08-04 15:00,1.16
2019-08-04 16:00,1.77
2019-08-04 17:00,2.59
2019-08-04 18:00,3.46
2019-08-04 19:00,4.23
2019-08-04 20:00,4.7
2019-08-04 21:00,4.79
2019-08-04 22:00,4.55
2019-08-04 23:00,4.11
2019-08-05 0:00,3.52
2019-08-05 1:00,2.92
2019-08-05 2:00,2.46
2019-08-05 3:00,2.3
2019-08-05 4:00,2.45
2019-08-05 5:00,2.81
2019-08-05 6:00,3.21
2019-08-05 7:00,3.61
2019-08-05 8:00,3.84
2019-08-05 9:00,3.78
2019-08-05 10:00,3.42
2019-08-05 11:00,2.94
2019-08-05 12:00,2.35
2019-08-05 13:00,1.79
2019-08-05 14:00,1.43
2019-08-05 15:00,1.41
2019-08-05 16:00,1.77
2019-08-05 17:00,2.37
2019-08-05 18:00,3.11
2019-08-05 19:00,3.86
2019-08-05 20:00,4.47
2019-08-05 21:00,4.77
2019-08-05 22:00,4.71
2019-08-05 23:00,4.38
2019-08-06 0:00,3.85
2019-08-06 1:00,3.21
2019-08-06 2:00,2.59
2019-08-06 3:00,2.16
2019-08-06 4:00,2.01
2019-08-06 5:00,2.17
2019-08-06 6:00,2.51
2019-08-06 7:00,2.95
2019-08-06 8:00,3.37
2019-08-06 9:00,3.66
2019-08-06 10:00,3.69
2019-08-06 11:00,3.47
2019-08-06 12:00,3.12
2019-08-06 13:00,2.68
2019-08-06 14:00,2.27
2019-08-06 15:00,2.02
2019-08-06 16:00,2.04
2019-08-06 17:00,2.38
2019-08-06 18:00,2.89
2019-08-06 19:00,3.5
2019-08-06 20:00,4.11
2019-08-06 21:00,4.55
2019-08-06 22:00,4.71
2019-08-06 23:00,4.55
2019-08-07 0:00,4.17
2019-08-07 1:00,3.6
2019-08-07 2:00,2.94
2019-08-07 3:00,2.34
2019-08-07 4:00,1.91
2019-08-07 5:00,1.74
2019-08-07 6:00,1.89
2019-08-07 7:00,2.23
2019-08-07 8:00,2.7
2019-08-07 9:00,3.15
2019-08-07 10:00,3.5
2019-08-07 11:00,3.65
2019-08-07 12:00,3.57
2019-08-07 13:00,3.36
2019-08-07 14:00,3.07
2019-08-07 15:00,2.79
2019-08-07 16:00,2.61
2019-08-07 17:00,2.66
2019-08-07 18:00,2.9
2019-08-07 19:00,3.3
2019-08-07 20:00,3.78
2019-08-07 21:00,4.22
2019-08-07 22:00,4.51
2019-08-07 23:00,4.53
2019-08-08 0:00,4.3
2019-08-08 1:00,3.86
2019-08-08 2:00,3.26
2019-08-08 3:00,2.62
2019-08-08 4:00,2.03
2019-08-08 5:00,1.59
2019-08-08 6:00,1.46
2019-08-08 7:00,1.59
2019-08-08 8:00,1.94
2019-08-08 9:00,2.44
2019-08-08 10:00,2.95
2019-08-08 11:00,3.39
2019-08-08 12:00,3.63
2019-08-08 13:00,3.69
2019-08-08 14:00,3.59
2019-08-08 15:00,3.42
2019-08-08 16:00,3.21
2019-08-08 17:00,3.07
2019-08-08 18:00,3.06
2019-08-08 19:00,3.24
2019-08-08 20:00,3.52
2019-08-08 21:00,3.86
2019-08-08 22:00,4.17
2019-08-08 23:00,4.33
2019-08-09 0:00,4.28
2019-08-09 1:00,4
2019-08-09 2:00,3.54
2019-08-09 3:00,2.95
2019-08-09 4:00,2.3
2019-08-09 5:00,1.72
2019-08-09 6:00,1.32
2019-08-09 7:00,1.21
2019-08-09 8:00,1.4
2019-08-09 9:00,1.78
2019-08-09 10:00,2.31
2019-08-09 11:00,2.89
2019-08-09 12:00,3.4
2019-08-09 13:00,3.75
2019-08-09 14:00,3.92
2019-08-09 15:00,3.9
2019-08-09 16:00,3.76
2019-08-09 17:00,3.57
2019-08-09 18:00,3.4
2019-08-09 19:00,3.32
2019-08-09 20:00,3.4
2019-08-09 21:00,3.58
2019-08-09 22:00,3.82
2019-08-09 23:00,4.05
2019-08-10 0:00,4.17
2019-08-10 1:00,4.11
2019-08-10 2:00,3.81
2019-08-10 3:00,3.36
2019-08-10 4:00,2.78
2019-08-10 5:00,2.15
2019-08-10 6:00,1.58
2019-08-10 7:00,1.22
2019-08-10 8:00,1.12
2019-08-10 9:00,1.32
2019-08-10 10:00,1.75
2019-08-10 11:00,2.32
2019-08-10 12:00,2.97
2019-08-10 13:00,3.51
2019-08-10 14:00,3.92
2019-08-10 15:00,4.13
2019-08-10 16:00,4.12
2019-08-10 17:00,3.99
2019-08-10 18:00,3.78
2019-08-10 19:00,3.55
2019-08-10 20:00,3.41
2019-08-10 21:00,3.41
2019-08-10 22:00,3.55
2019-08-10 23:00,3.74
2019-08-11 0:00,3.95
2019-08-11 1:00,4.04
2019-08-11 2:00,3.95
2019-08-11 3:00,3.67
2019-08-11 4:00,3.2
2019-08-11 5:00,2.61
2019-08-11 6:00,2
2019-08-11 7:00,1.44
2019-08-11 8:00,1.08
2019-08-11 9:00,1.03
2019-08-11 10:00,1.27
2019-08-11 11:00,1.74
2019-08-11 12:00,2.38
2019-08-11 13:00,3.05
2019-08-11 14:00,3.64
2019-08-11 15:00,4.07
2019-08-11 16:00,4.26
2019-08-11 17:00,4.2
2019-08-11 18:00,4.03
2019-08-11 19:00,3.76
2019-08-11 20:00,3.5
2019-08-11 21:00,3.34
2019-08-11 22:00,3.33
2019-08-11 23:00,3.48
2019-08-12 0:00,3.68
2019-08-12 1:00,3.88
2019-08-12 2:00,3.99
2019-08-12 3:00,3.9
2019-08-12 4:00,3.58
2019-08-12 5:00,3.09
2019-08-12 6:00,2.48
2019-08-12 7:00,1.84
2019-08-12 8:00,1.28
2019-08-12 9:00,0.94
2019-08-12 10:00,0.92
2019-08-12 11:00,1.23
2019-08-12 12:00,1.77
2019-08-12 13:00,2.46
2019-08-12 14:00,3.18
2019-08-12 15:00,3.81
2019-08-12 16:00,4.21
2019-08-12 17:00,4.36
2019-08-12 18:00,4.27
2019-08-12 19:00,4.05
2019-08-12 20:00,3.73
2019-08-12 21:00,3.45
2019-08-12 22:00,3.27
2019-08-12 23:00,3.29
2019-08-13 0:00,3.45
2019-08-13 1:00,3.66
2019-08-13 2:00,3.87
2019-08-13 3:00,3.96
2019-08-13 4:00,3.81
2019-08-13 5:00,3.44
2019-08-13 6:00,2.92
2019-08-13 7:00,2.29
2019-08-13 8:00,1.64
2019-08-13 9:00,1.11
2019-08-13 10:00,0.83
2019-08-13 11:00,0.92
2019-08-13 12:00,1.32
2019-08-13 13:00,1.97
2019-08-13 14:00,2.72
2019-08-13 15:00,3.44
2019-08-13 16:00,4.02
2019-08-13 17:00,4.37
2019-08-13 18:00,4.41
2019-08-13 19:00,4.24
2019-08-13 20:00,3.96
2019-08-13 21:00,3.61
2019-08-13 22:00,3.32
2019-08-13 23:00,3.2
2019-08-14 0:00,3.29
2019-08-14 1:00,3.49
2019-08-14 2:00,3.74
2019-08-14 3:00,3.95
2019-08-14 4:00,3.99
2019-08-14 5:00,3.78
2019-08-14 6:00,3.35
2019-08-14 7:00,2.77
2019-08-14 8:00,2.11
2019-08-14 9:00,1.46
2019-08-14 10:00,1
2019-08-14 11:00,0.85
2019-08-14 12:00,1.08
2019-08-14 13:00,1.57
2019-08-14 14:00,2.28
2019-08-14 15:00,3.04
2019-08-14 16:00,3.74
2019-08-14 17:00,4.24
2019-08-14 18:00,4.46
2019-08-14 19:00,4.38
2019-08-14 20:00,4.15
2019-08-14 21:00,3.81
2019-08-14 22:00,3.43
2019-08-14 23:00,3.2
2019-08-15 0:00,3.15
2019-08-15 1:00,3.31
2019-08-15 2:00,3.55
2019-08-15 3:00,3.81
2019-08-15 4:00,3.98
2019-08-15 5:00,3.95
2019-08-15 6:00,3.65
2019-08-15 7:00,3.15
2019-08-15 8:00,2.54
2019-08-15 9:00,1.86
2019-08-15 10:00,1.27
2019-08-15 11:00,0.94
2019-08-15 12:00,0.94
2019-08-15 13:00,1.3
2019-08-15 14:00,1.92
2019-08-15 15:00,2.65
2019-08-15 16:00,3.41
2019-08-15 17:00,4.03
2019-08-15 18:00,4.4
2019-08-15 19:00,4.46
2019-08-15 20:00,4.27
2019-08-15 21:00,3.96
2019-08-15 22:00,3.55
2019-08-15 23:00,3.2
2019-08-16 0:00,3.02
2019-08-16 1:00,3.09
2019-08-16 2:00,3.32
2019-08-16 3:00,3.6
2019-08-16 4:00,3.88
2019-08-16 5:00,3.99
2019-08-16 6:00,3.88
2019-08-16 7:00,3.51
2019-08-16 8:00,2.99
2019-08-16 9:00,2.34
2019-08-16 10:00,1.68
2019-08-16 11:00,1.19
2019-08-16 12:00,1
2019-08-16 13:00,1.18
2019-08-16 14:00,1.66
2019-08-16 15:00,2.32
2019-08-16 16:00,3.08
2019-08-16 17:00,3.75
2019-08-16 18:00,4.25
2019-08-16 19:00,4.43
2019-08-16 20:00,4.32
2019-08-16 21:00,4.06
2019-08-16 22:00,3.64
2019-08-16 23:00,3.23
2019-08-17 0:00,2.94
2019-08-17 1:00,2.84
2019-08-17 2:00,2.97
2019-08-17 3:00,3.25
2019-08-17 4:00,3.57
2019-08-17 5:00,3.84
2019-08-17 6:00,3.91
2019-08-17 7:00,3.72
2019-08-17 8:00,3.31
2019-08-17 9:00,2.77
2019-08-17 10:00,2.16
2019-08-17 11:00,1.61
2019-08-17 12:00,1.25
2019-08-17 13:00,1.23
2019-08-17 14:00,1.55
2019-08-17 15:00,2.11
2019-08-17 16:00,2.8
2019-08-17 17:00,3.5
2019-08-17 18:00,4.05
2019-08-17 19:00,4.36
2019-08-17 20:00,4.36
2019-08-17 21:00,4.14
2019-08-17 22:00,3.77
2019-08-17 23:00,3.34
2019-08-18 0:00,2.94
2019-08-18 1:00,2.73
2019-08-18 2:00,2.76
2019-08-18 3:00,2.96
2019-08-18 4:00,3.28
2019-08-18 5:00,3.6
2019-08-18 6:00,3.83
2019-08-18 7:00,3.83
2019-08-18 8:00,3.59
2019-08-18 9:00,3.17
2019-08-18 10:00,2.65
2019-08-18 11:00,2.08
2019-08-18 12:00,1.65
2019-08-18 13:00,1.46
2019-08-18 14:00,1.59
2019-08-18 15:00,2
2019-08-18 16:00,2.58
2019-08-18 17:00,3.24
2019-08-18 18:00,3.84
2019-08-18 19:00,4.25
2019-08-18 20:00,4.37
2019-08-18 21:00,4.23
2019-08-18 22:00,3.93
2019-08-18 23:00,3.48
2019-08-19 0:00,3.03
2019-08-19 1:00,2.69
2019-08-19 2:00,2.54
2019-08-19 3:00,2.63
2019-08-19 4:00,2.87
2019-08-19 5:00,3.2
2019-08-19 6:00,3.51
2019-08-19 7:00,3.69
2019-08-19 8:00,3.64
2019-08-19 9:00,3.38
2019-08-19 10:00,2.96
2019-08-19 11:00,2.47
2019-08-19 12:00,2.01
2019-08-19 13:00,1.71
2019-08-19 14:00,1.67
2019-08-19 15:00,1.93
2019-08-19 16:00,2.39
2019-08-19 17:00,2.98
2019-08-19 18:00,3.57
2019-08-19 19:00,4.03
2019-08-19 20:00,4.28
2019-08-19 21:00,4.22
2019-08-19 22:00,3.96
2019-08-19 23:00,3.57
2019-08-20 0:00,3.08
2019-08-20 1:00,2.64
2019-08-20 2:00,2.37
2019-08-20 3:00,2.31
2019-08-20 4:00,2.47
2019-08-20 5:00,2.77
2019-08-20 6:00,3.12
2019-08-20 7:00,3.42
2019-08-20 8:00,3.58
2019-08-20 9:00,3.52
2019-08-20 10:00,3.28
2019-08-20 11:00,2.91
2019-08-20 12:00,2.52
2019-08-20 13:00,2.21
2019-08-20 14:00,2.04
2019-08-20 15:00,2.13
2019-08-20 16:00,2.44
2019-08-20 17:00,2.92
2019-08-20 18:00,3.45
2019-08-20 19:00,3.92
2019-08-20 20:00,4.22
2019-08-20 21:00,4.3
2019-08-20 22:00,4.12
2019-08-20 23:00,3.78
2019-08-21 0:00,3.31
2019-08-21 1:00,2.8
2019-08-21 2:00,2.39
2019-08-21 3:00,2.19
2019-08-21 4:00,2.19
2019-08-21 5:00,2.4
2019-08-21 6:00,2.73
2019-08-21 7:00,3.1
2019-08-21 8:00,3.39
2019-08-21 9:00,3.54
2019-08-21 10:00,3.47
2019-08-21 11:00,3.29
2019-08-21 12:00,2.99
2019-08-21 13:00,2.68
2019-08-21 14:00,2.47
2019-08-21 15:00,2.42
2019-08-21 16:00,2.58
2019-08-21 17:00,2.92
2019-08-21 18:00,3.32
2019-08-21 19:00,3.75
2019-08-21 20:00,4.08
2019-08-21 21:00,4.22
2019-08-21 22:00,4.14
2019-08-21 23:00,3.86
2019-08-22 0:00,3.42
2019-08-22 1:00,2.91
2019-08-22 2:00,2.42
2019-08-22 3:00,2.06
2019-08-22 4:00,1.91
2019-08-22 5:00,1.99
2019-08-22 6:00,2.22
2019-08-22 7:00,2.59
2019-08-22 8:00,2.97
2019-08-22 9:00,3.28
2019-08-22 10:00,3.43
2019-08-22 11:00,3.45
2019-08-22 12:00,3.3
2019-08-22 13:00,3.11
2019-08-22 14:00,2.9
2019-08-22 15:00,2.78
2019-08-22 16:00,2.79
2019-08-22 17:00,2.96
2019-08-22 18:00,3.25
2019-08-22 19:00,3.59
2019-08-22 20:00,3.9
2019-08-22 21:00,4.11
2019-08-22 22:00,4.14
2019-08-22 23:00,3.95
2019-08-23 0:00,3.62
2019-08-23 1:00,3.16
2019-08-23 2:00,2.62
2019-08-23 3:00,2.18
2019-08-23 4:00,1.88
2019-08-23 5:00,1.76
2019-08-23 6:00,1.87
2019-08-23 7:00,2.16
2019-08-23 8:00,2.55
2019-08-23 9:00,2.94
2019-08-23 10:00,3.28
2019-08-23 11:00,3.5
2019-08-23 12:00,3.57
2019-08-23 13:00,3.52
2019-08-23 14:00,3.38
2019-08-23 15:00,3.24
2019-08-23 16:00,3.14
2019-08-23 17:00,3.15
2019-08-23 18:00,3.29
2019-08-23 19:00,3.51
2019-08-23 20:00,3.76
2019-08-23 21:00,3.99
2019-08-23 22:00,4.11
2019-08-23 23:00,4.05
2019-08-24 0:00,3.79
2019-08-24 1:00,3.42
2019-08-24 2:00,2.93
2019-08-24 3:00,2.41
2019-08-24 4:00,1.96
2019-08-24 5:00,1.63
2019-08-24 6:00,1.54
2019-08-24 7:00,1.7
2019-08-24 8:00,2.01
2019-08-24 9:00,2.45
2019-08-24 10:00,2.89
2019-08-24 11:00,3.29
2019-08-24 12:00,3.59
2019-08-24 13:00,3.7
2019-08-24 14:00,3.7
2019-08-24 15:00,3.61
2019-08-24 16:00,3.49
2019-08-24 17:00,3.37
2019-08-24 18:00,3.35
2019-08-24 19:00,3.43
2019-08-24 20:00,3.6
2019-08-24 21:00,3.78
2019-08-24 22:00,3.96
2019-08-24 23:00,4.02
2019-08-25 0:00,3.93
2019-08-25 1:00,3.64
2019-08-25 2:00,3.24
2019-08-25 3:00,2.71
2019-08-25 4:00,2.15
2019-08-25 5:00,1.67
2019-08-25 6:00,1.36
2019-08-25 7:00,1.27
2019-08-25 8:00,1.44
2019-08-25 9:00,1.79
2019-08-25 10:00,2.3
2019-08-25 11:00,2.83
2019-08-25 12:00,3.32
2019-08-25 13:00,3.69
2019-08-25 14:00,3.89
2019-08-25 15:00,3.91
2019-08-25 16:00,3.81
2019-08-25 17:00,3.67
2019-08-25 18:00,3.52
2019-08-25 19:00,3.42
2019-08-25 20:00,3.44
2019-08-25 21:00,3.57
2019-08-25 22:00,3.74
2019-08-25 23:00,3.9
2019-08-26 0:00,3.96
2019-08-26 1:00,3.85
2019-08-26 2:00,3.55
2019-08-26 3:00,3.11
2019-08-26 4:00,2.54
2019-08-26 5:00,1.93
2019-08-26 6:00,1.41
2019-08-26 7:00,1.04
2019-08-26 8:00,0.94
2019-08-26 9:00,1.17
2019-08-26 10:00,1.58
2019-08-26 11:00,2.16
2019-08-26 12:00,2.81
2019-08-26 13:00,3.39
2019-08-26 14:00,3.85
2019-08-26 15:00,4.09
2019-08-26 16:00,4.1
2019-08-26 17:00,3.99
2019-08-26 18:00,3.78
2019-08-26 19:00,3.55
2019-08-26 20:00,3.41
2019-08-26 21:00,3.42
2019-08-26 22:00,3.55
2019-08-26 23:00,3.74
2019-08-27 0:00,3.94
2019-08-27 1:00,4.02
2019-08-27 2:00,3.92
2019-08-27 3:00,3.59
2019-08-27 4:00,3.09
2019-08-27 5:00,2.46
2019-08-27 6:00,1.8
2019-08-27 7:00,1.21
2019-08-27 8:00,0.81
2019-08-27 9:00,0.75
2019-08-27 10:00,1.02
2019-08-27 11:00,1.54
2019-08-27 12:00,2.22
2019-08-27 13:00,2.98
2019-08-27 14:00,3.63
2019-08-27 15:00,4.1
2019-08-27 16:00,4.3
2019-08-27 17:00,4.26
2019-08-27 18:00,4.09
2019-08-27 19:00,3.82
2019-08-27 20:00,3.52
2019-08-27 21:00,3.36
2019-08-27 22:00,3.37
2019-08-27 23:00,3.57
2019-08-28 0:00,3.83
2019-08-28 1:00,4.09
2019-08-28 2:00,4.23
2019-08-28 3:00,4.15
2019-08-28 4:00,3.8
2019-08-28 5:00,3.23
2019-08-28 6:00,2.55
2019-08-28 7:00,1.8
2019-08-28 8:00,1.12
2019-08-28 9:00,0.7
2019-08-28 10:00,0.66
2019-08-28 11:00,1
2019-08-28 12:00,1.62
2019-08-28 13:00,2.43
2019-08-28 14:00,3.24
2019-08-28 15:00,3.96
2019-08-28 16:00,4.4
2019-08-28 17:00,4.54
2019-08-28 18:00,4.4
2019-08-28 19:00,4.13
2019-08-28 20:00,3.75
2019-08-28 21:00,3.4
2019-08-28 22:00,3.23
2019-08-28 23:00,3.29
2019-08-29 0:00,3.55
2019-08-29 1:00,3.89
2019-08-29 2:00,4.22
2019-08-29 3:00,4.41
2019-08-29 4:00,4.32
2019-08-29 5:00,3.93
2019-08-29 6:00,3.33
2019-08-29 7:00,2.57
2019-08-29 8:00,1.78
2019-08-29 9:00,1.07
2019-08-29 10:00,0.63
2019-08-29 11:00,0.66
2019-08-29 12:00,1.1
2019-08-29 13:00,1.79
2019-08-29 14:00,2.67
2019-08-29 15:00,3.53
2019-08-29 16:00,4.21
2019-08-29 17:00,4.61
2019-08-29 18:00,4.6
2019-08-29 19:00,4.38
2019-08-29 20:00,3.98
2019-08-29 21:00,3.5
2019-08-29 22:00,3.11
2019-08-29 23:00,2.92
2019-08-30 0:00,3.04