SP,ID,Tank,Treat,Stage,Length,Thickness,Linear_shell_growth,Total_weight,Submerged_weight,Died,Notes
Kwak,KG33,7,15A,Init,25.57,1.1,,1.6,,,
Kwak,KG56,7,15A,Init,28.4,1.12,,2.3,,,
Kwak,KG87,7,15A,Init,28.1,1.16,,1.8,,,
Kwak,KG97,7,15A,Init,25.51,0.83,,1.6,,,
Kwak,KB09,8,22A,Init,27.2,0.64,,1.4,,,
Kwak,KB37,8,22A,Init,28.05,0.6,,1.9,,,
Kwak,KB61,8,22A,Init,27.51,0.79,,1.8,,,
Kwak,KG04,8,22A,Init,27.19,1.11,,1.9,,,
Kwak,KG60,8,22A,Init,26.46,1.26,,1.7,,,
Kwak,KG67,8,22A,Init,25.76,1.02,,1.7,,,
Kwak,KG84,8,22A,Init,25.05,0.54,,1.2,,,
Kwak,KB02,9,12A,Init,23.11,1.64,,1.1,,,
Kwak,KB39,9,12A,Init,30.28,0.97,,2.5,,,
Kwak,KB57,9,12A,Init,25.59,0.68,,1.4,,,
Kwak,KB85,9,12A,Init,30.48,1.55,,2.5,,,
Kwak,KG03,9,12A,Init,22.02,1.46,,1,,,
Kwak,KG35,9,12A,Init,29.41,0.84,,2.7,,,
Kwak,KG61,9,12A,Init,29.93,1.13,,2.3,,,
Kwak,KB72,10,19A,Init,23.9,0.97,,1.3,,,
Kwak,KB74,10,19A,Init,25,1.14,,1.5,,,
Kwak,KG24,10,19A,Init,24.18,1.62,,1.8,,,
Kwak,KG30,10,19A,Init,27.77,0.8,,1.7,,,
Kwak,KG54,10,19A,Init,26.21,1,,1.7,,,
Kwak,KG83,10,19A,Init,23.35,0.95,,1.3,,,
Kwak,KG85,10,19A,Init,23.02,0.68,,1.2,,,
Kwak,KB16,11,15A,Init,26.03,1.21,,1.6,,,
Kwak,KB75,11,15A,Init,26.3,1.34,,1.7,,,
Kwak,KB83,11,15A,Init,24.07,0.81,,1.2,,,
Kwak,KG07,11,15A,Init,33.94,0.66,,3.3,,,
Kwak,KG11,11,15A,Init,28.66,1.2,,2.1,,,
Kwak,KG15,11,15A,Init,23.08,1.28,,1.2,,,
Kwak,KG92,11,15A,Init,27.4,0.86,,2,,,
Kwak,KB08,12,12A,Init,26.98,0.69,,1.9,,,
Kwak,KB15,12,12A,Init,24.48,0.81,,1.4,,,
Kwak,KB17,12,12A,Init,26.74,1.29,,1.8,,,
Kwak,KB55,12,12A,Init,24.36,0.77,,1.5,,,
Kwak,KG10,12,12A,Init,24.75,1.74,,1.4,,,
Kwak,KG69,12,12A,Init,27.89,0.76,,2.1,,,
Kwak,KG73,12,12A,Init,29.45,0.97,,2.3,,,
Kwak,KB05,13,19A,Init,29.32,0.48,,2.1,,,
Kwak,KB84,13,19A,Init,27.99,1.62,,1.9,,,
Kwak,KB94,13,19A,Init,26.75,1.14,,1.8,,,
Kwak,KG32,13,19A,Init,26.67,1.52,,1.9,,,
Kwak,KG62,13,19A,Init,28.23,1.52,,2,,,
Kwak,KG81,13,19A,Init,27.91,1.56,,1.8,,,
Kwak,KG98,13,19A,Init,24.48,1.48,,,,,
Kwak,KB26,14,15A,Init,25.67,0.84,,1.5,,,
Kwak,KB54,14,15A,Init,25.76,0.94,,1.6,,,
Kwak,KB89,14,15A,Init,23.57,1.73,,1.2,,,
Kwak,KB90,14,15A,Init,25.01,1.14,,1.5,,,
Kwak,KG65,14,15A,Init,30.33,1.61,,2.3,,,
Kwak,KG68,14,15A,Init,23.67,0.89,,1.3,,,
Kwak,KG99,14,15A,Init,28.44,0.89,,2.5,,,
Kwak,KB18,15,22A,Init,31.95,0.89,,2.5,,,
Kwak,KB20,15,22A,Init,26.85,1.06,,1.8,,,
Kwak,KB48,15,22A,Init,28.09,0.82,,1.8,,,
Kwak,KB59,15,22A,Init,27.36,2.95,,2,,,
Kwak,KG74,15,22A,Init,26.37,0.58,,1.8,,,
Kwak,KG82,15,22A,Init,25.31,0.54,,1.2,,,
Kwak,KG93,15,22A,Init,26.54,0.95,,1.9,,,
Kwak,KB33,16,12A,Init,25.9,1.9,,1.7,,,
Kwak,KB67,16,12A,Init,33.62,1.31,,3.5,,,
Kwak,KB95,16,12A,Init,23.67,1.64,,1.1,,,
Kwak,KG01,16,12A,Init,33.55,0.79,,3,,,
Kwak,KG26,16,12A,Init,31.38,1.97,,2.5,,,
Kwak,KG57,16,12A,Init,25.37,1.86,,1.5,,,
Kwak,KG78,16,12A,Init,27.63,0.69,,1.6,,,
Kwak,KB04,17,15L,Init,23.33,1.08,,1.1,,,
Kwak,KB06,17,15L,Init,29.1,1.38,,1.8,,,
Kwak,KB36,17,15L,Init,25.57,0.59,,1.7,,,
Kwak,KG25,17,15L,Init,29.7,1,,2.5,,,
Kwak,KG52,17,15L,Init,27.91,1.75,,1.9,,,
Kwak,KG76,17,15L,Init,29.88,1.27,,2.5,,,
Kwak,KG90,17,15L,Init,28.06,1.42,,1.2,,,
Kwak,KB10,18,22L,Init,21.68,0.7,,1.9,,,
Kwak,KB11,18,22L,Init,25.46,1.21,,1.8,,,
Kwak,KB14,18,22L,Init,24.44,1.52,,1.3,,,
Kwak,KB56,18,22L,Init,28.46,1.56,,2,,,
Kwak,KB70,18,22L,Init,24.45,1.58,,1.3,,,
Kwak,KG13,18,22L,Init,30.8,1.27,,2.6,,,
Kwak,KG80,18,22L,Init,28.74,1.27,,2,,,
Kwak,KB19,19,22L,Init,28.26,0.57,,2.5,,,
Kwak,KB35,19,22L,Init,29.19,1.65,,2.3,,,
Kwak,KB38,19,22L,Init,29.07,2.07,,3.3,,,
Kwak,KB49,19,22L,Init,26.89,2.02,,1.9,,,
Kwak,KB63,19,22L,Init,30.42,0.94,,2,,,
Kwak,KB68,19,22L,Init,24.71,1.48,,1.5,,,
Kwak,KG55,19,22L,Init,26,1.04,,1.7,,,
Kwak,KB21,20,15L,Init,30.5,0.56,,2.8,,,
Kwak,KB22,20,15L,Init,28.45,1.27,,2.1,,,
Kwak,KB24,20,15L,Init,27.29,0.84,,1.8,,,
Kwak,KB31,20,15L,Init,27.67,0.98,,1.9,,,
Kwak,KB65,20,15L,Init,27.3,2.04,,2,,,
Kwak,KB66,20,15L,Init,25.5,0.96,,1.5,,,
Kwak,KB12,21,15L,Init,30,2.22,,3.4,,,
Kwak,KB34,21,15L,Init,29.61,0.8,,2.4,,,
Kwak,KB78,21,15L,Init,26.12,1.84,,1.8,,,
Kwak,KG59,21,15L,Init,32.54,1.03,,3.1,,,
Kwak,KG86,21,15L,Init,29.53,1.45,,1.4,,,
Kwak,KG94,21,15L,Init,29.95,1.99,,2.4,,,
Kwak,KB30,22,22L,Init,25.77,1.54,,1.6,,,
Kwak,KB40,22,22L,Init,24.52,1,,1.3,,,
Kwak,KB58,22,22L,Init,27.98,2.27,,1.9,,,
Kwak,KB71,22,22L,Init,23.36,1.23,,1.1,,,
Kwak,KB80,22,22L,Init,31.17,1.39,,2.3,,,
Kwak,KG58,22,22L,Init,30.39,2.2,,2.3,,,
Kwak,KG72,22,22L,Init,26.79,0.87,,1.6,,,
Kwak,KB43,23,22L,Init,27.91,0.79,,2,,,
Kwak,KB79,23,22L,Init,21.25,1.92,,1,,,
Kwak,KB96,23,22L,Init,24.12,1.31,,1.3,,,
Kwak,KG53,23,22L,Init,25.79,1.44,,1.4,,,
Kwak,KG63,23,22L,Init,23.68,0.9,,1.3,,,
Kwak,KG79,23,22L,Init,26.73,1,,1.5,,,
Kwak,KG89,23,22L,Init,27.2,1.19,,1.9,,,
Kwak,KB45,24,15L,Init,24.37,1.19,,1.4,,,
Kwak,KB69,24,15L,Init,27.35,0.68,,1.9,,,
Kwak,KB86,24,15L,Init,26.28,0.9,,1.7,,,
Kwak,KG14,24,15L,Init,29.22,0.84,,2.5,,,
Kwak,KG17,24,15L,Init,30.98,0.81,,2.3,,,
Kwak,KG64,24,15L,Init,25.75,1.13,,1.8,,,
Kwak,KG96,24,15L,Init,27.03,0.85,,1.6,,,
Kwak,KB06,,,Init,25.02,1.05,,,,,
Kwak,KG91,,,Init,23.26,1.06,,1.2,,,
Pruth,PO24,1,19A,Init,30.76,1.19,,3.5,,,
Pruth,PO62,1,19A,Init,29.03,2.01,,3.1,,,
Pruth,PO70,1,19A,Init,27.74,0.62,,2.5,,,
Pruth,PO96,1,19A,Init,32.26,1.81,,4.1,,,
Pruth,PY35,1,19A,Init,31.15,1.38,,3.7,,,
Pruth,PY70,1,19A,Init,27.13,2.09,,2.9,,,
Pruth,PY96,1,19A,Init,31.63,1.54,,3.7,,,
Pruth,PO05,2,22A,Init,29.59,1.54,,3,,,
Pruth,PO82,2,22A,Init,31.14,1.04,,3.6,,,
Pruth,PY08,2,22A,Init,28.62,0.88,,2.7,,,
Pruth,PY26,2,22A,Init,29.71,0.82,,2.9,,,
Pruth,PY72,2,22A,Init,28.2,1.49,,2.7,,,
Pruth,PY81,2,22A,Init,32.35,1.69,,4,,,
Pruth,PY97,2,22A,Init,26.56,0.96,,2,,,
Pruth,PO20,3,22A,Init,26.77,0.75,,2.2,,,
Pruth,PO23,3,22A,Init,30.2,1.08,,3,,,
Pruth,PO32,3,22A,Init,31.81,1.72,,4,,,
Pruth,PO44,3,22A,Init,27.33,1.73,,2.7,,,
Pruth,PY06,3,22A,Init,25.62,0.78,,2,,,
Pruth,PY16,3,22A,Init,29.08,1.81,,3.1,,,
Pruth,PY66,3,22A,Init,29.79,1.39,,2.8,,,
Pruth,PO18,4,15A,Init,30.86,0.98,,3.4,,,
Pruth,PO22,4,15A,Init,29.88,1.1,,2.7,,,
Pruth,PY07,4,15A,Init,25.17,0.81,,1.8,,,
Pruth,PY65,4,15A,Init,29.81,1.61,,3.1,,,
Pruth,PY83,4,15A,Init,31.98,0.82,,3.5,,,
Pruth,PY89,4,15A,Init,25.72,1.12,,2,,,
Pruth,PY92,4,15A,Init,30.32,0.78,,2.9,,,
Pruth,PO38,5,19A,Init,31.79,0.77,,3.2,,,
Pruth,PO89,5,19A,Init,30.38,1.01,,4,,,
Pruth,PY18,5,19A,Init,26.8,1.51,,2.4,,,
Pruth,PY30,5,19A,Init,28.24,2,,3.2,,,
Pruth,PY85,5,19A,Init,25.04,0.82,,2,,,
Pruth,PY87,5,19A,Init,32.56,1.38,,3.3,,,
Pruth,PY99,5,19A,Init,30.98,0.93,,3.2,,,
Pruth,PO11,6,12A,Init,32.07,1.13,,3.2,,,
Pruth,PO64,6,12A,Init,29.63,1.47,,3.2,,,
Pruth,PO66,6,12A,Init,28.26,1.14,,2.8,,,
Pruth,PO72,6,12A,Init,26.44,1.08,,2.6,,,
Pruth,PO74,6,12A,Init,28.32,1.62,,2.9,,,
Pruth,PO85,6,12A,Init,27.41,1.24,,2.3,,,
Pruth,PO92,6,12A,Init,28.7,1.39,,2.5,,,
Pruth,PO15,7,15A,Init,32.22,0.84,,3.7,,,
Pruth,PO39,7,15A,Init,27.82,1.31,,3,,,
Pruth,PO43,7,15A,Init,30.65,1.85,,3.4,,,
Pruth,PY03,7,15A,Init,28.58,1.19,,2.7,,,
Pruth,PY10,7,15A,Init,27.93,1.4,,2.6,,,
Pruth,PY14,7,15A,Init,26.85,1.47,,2.4,,,
Pruth,PY33,7,15A,Init,28.69,1.31,,3.1,,,
Pruth,PO04,8,22A,Init,30.14,1.08,,2.9,,,
Pruth,PO40,8,22A,Init,28.73,2,,2.9,,,
Pruth,PO41,8,22A,Init,29.37,1.35,,2.5,,,
Pruth,PO90,8,22A,Init,31.64,1.64,,3.4,,,
Pruth,PO98,8,22A,Init,32.05,1.07,,3.5,,,
Pruth,PY02,8,22A,Init,30.54,1.07,,3.2,,,
Pruth,PY21,8,22A,Init,27.83,0.88,,2.5,,,
Pruth,PO25,9,12A,Init,30.7,0.82,,3.6,,,
Pruth,PO71,9,12A,Init,28.17,2.21,,2.5,,,
Pruth,PO75,9,12A,Init,31.92,0.9,,3.3,,,
Pruth,PO80,9,12A,Init,32.23,1.02,,3.6,,,
Pruth,PY17,9,12A,Init,28.02,0.85,,2.4,,,
Pruth,PY23,9,12A,Init,33.96,0.58,,3.8,,,
Pruth,PY57,9,12A,Init,28.82,1.58,,3,,,
Pruth,PO08,10,19A,Init,32.03,0.97,,4.5,,,
Pruth,PO10,10,19A,Init,27.91,0.91,,2.4,,,
Pruth,PO16,10,19A,Init,24.26,0.89,,1.8,,,
Pruth,PO56,10,19A,Init,27.92,0.93,,2.4,,,
Pruth,PO95,10,19A,Init,29.35,1.02,,3.3,,,
Pruth,PY60,10,19A,Init,27.87,0.91,,2.7,,,
Pruth,PY80,10,19A,Init,30.2,1.08,,2.8,,,
Pruth,PO13,11,15A,Init,29.52,2.39,,3.3,,,
Pruth,PO55,11,15A,Init,26.55,0.89,,1.9,,,
Pruth,PO68,11,15A,Init,28.33,1.05,,2.4,,,
Pruth,PO77,11,15A,Init,30.16,1.02,,2.9,,,
Pruth,PY01,11,15A,Init,31.44,1.2,,3.2,,,
Pruth,PY31,11,15A,Init,29.34,1.31,,2.6,,,
Pruth,PY88,11,15A,Init,30.82,1.82,,3.7,,,
Pruth,PO06,12,12A,Init,29.77,1.26,,2.8,,,
Pruth,PO07,12,12A,Init,28.61,1.58,,3,,,
Pruth,PO17,12,12A,Init,30.02,1.01,,3.3,,,
Pruth,PO78,12,12A,Init,29.49,1.17,,2.8,,,
Pruth,PY62,12,12A,Init,28.08,1.25,,3.1,,,
Pruth,PY75,12,12A,Init,28.34,0.86,,2.2,,,
Pruth,PY84,12,12A,Init,26.34,0.95,,2.4,,,
Pruth,PO21,13,19A,Init,27.38,1.54,,2.8,,,
Pruth,PO61,13,19A,Init,30.02,1.25,,2.8,,,
Pruth,PO79,13,19A,Init,27.09,0.85,,2.3,,,
Pruth,PY24,13,19A,Init,26.65,1.43,,2.4,,,
Pruth,PY86,13,19A,Init,29.94,0.8,,2.7,,,
Pruth,PY93,13,19A,Init,26.3,1.52,,2.5,,,
Pruth,PO14,14,15A,Init,25.98,2,,2.1,,,
Pruth,PO30,14,15A,Init,25.94,1.43,,2.5,,,
Pruth,PO33,14,15A,Init,29.57,1.94,,3,,,
Pruth,PO53,14,15A,Init,31.88,0.82,,3.3,,,
Pruth,PO83,14,15A,Init,25.91,1.66,,2.3,,,
Pruth,PY20,14,15A,Init,29.77,1.02,,3.6,,,
Pruth,PY29,14,15A,Init,24.29,1.16,,1.7,,,
Pruth,PO52,15,22A,Init,32.01,1.08,,3.6,,,
Pruth,PO81,15,22A,Init,31.88,0.79,,3.5,,,
Pruth,PY55,15,22A,Init,27.98,1.18,,2.5,,,
Pruth,PY59,15,22A,Init,29.5,0.78,,3.2,,,
Pruth,PY91,15,22A,Init,30.53,0.96,,3.3,,,
Pruth,PY95,15,22A,Init,26.38,1.56,,2.7,,,
Pruth,PY98,15,22A,Init,29.05,2.43,,2.5,,,
Pruth,PO19,16,12A,Init,27.81,1.32,,3.5,,,
Pruth,PO27,16,12A,Init,26.2,1.1,,2.1,,,
Pruth,PO57,16,12A,Init,27.36,0.81,,2.5,,,
Pruth,PO94,16,12A,Init,30.58,1.41,,3,,,
Pruth,PY09,16,12A,Init,30.99,1.59,,2.5,,,
Pruth,PY61,16,12A,Init,28.02,1.84,,2.8,,,
Pruth,PY74,16,12A,Init,28.47,0.78,,2.7,,,
Pruth,PO58,17,15L,Init,31.09,0.89,,3.2,,,
Pruth,PO60,17,15L,Init,28.23,2.16,,2.6,,,
Pruth,PO69,17,15L,Init,29.52,0.9,,3,,,
Pruth,PO97,17,15L,Init,27.66,1.72,,3.3,,,
Pruth,PY12,17,15L,Init,28.33,0.76,,2.6,,,
Pruth,PY15,17,15L,Init,30.52,1.02,,3.3,,,
Pruth,PY64,17,15L,Init,26.56,0.72,,2,,,
Pruth,PO67,18,22L,Init,29.33,1.04,,2.8,,,
Pruth,PY22,18,22L,Init,27.53,1.36,,2.6,,,
Pruth,PY32,18,22L,Init,30.87,0.88,,3.2,,,
Pruth,PY63,18,22L,Init,29.89,1.84,,3.4,,,
Pruth,PY67,18,22L,Init,26.4,1.43,,2.6,,,
Pruth,PY79,18,22L,Init,26.97,0.78,,2,,,
Pruth,PY82,18,22L,Init,29.08,1.25,,3.1,,,
Pruth,PO36,19,22L,Init,30.52,1.51,,3,,,
Pruth,PO45,19,22L,Init,27.44,1.32,,2.3,,,
Pruth,PO86,19,22L,Init,26.41,1.81,,2.6,,,
Pruth,PY34,19,22L,Init,26.91,1.46,,2.5,,,
Pruth,PY36,19,22L,Init,29.22,0.97,,2.8,,,
Pruth,PY73,19,22L,Init,29.4,1.01,,3,,,
Pruth,PY76,19,22L,Init,31.89,1.05,,3.4,,,
Pruth,PO28,20,15L,Init,29.91,1.1,,2.8,,,
Pruth,PO34,20,15L,Init,29.7,1.03,,2.7,,,
Pruth,PO35,20,15L,Init,28.15,1.74,,2.7,,,
Pruth,PO65,20,15L,Init,25.31,1.02,,1.8,,,
Pruth,PO84,20,15L,Init,28.6,1.21,,2.6,,,
Pruth,PY11,20,15L,Init,27.7,1.04,,2.2,,,
Pruth,PY19,20,15L,Init,27.74,0.98,,2.5,,,
Pruth,PO26,21,15L,Init,29.56,1.8,,2.8,,,
Pruth,PO59,21,15L,Init,28.39,0.98,,2.5,,,
Pruth,PY13,21,15L,Init,29.29,1.79,,3,,,
Pruth,PY54,21,15L,Init,27.3,0.98,,2.8,,,
Pruth,PY56,21,15L,Init,31.52,0.86,,3.1,,,
Pruth,PY69,21,15L,Init,28.07,0.8,,2.5,,,
Pruth,PY94,21,15L,Init,30.6,0.86,,3.1,,,
Pruth,PO31,22,22L,Init,29.38,2.39,,3.2,,,
Pruth,PO42,22,22L,Init,27.98,1.06,,2.9,,,
Pruth,PO87,22,22L,Init,27.12,1.01,,2.6,,,
Pruth,PY27,22,22L,Init,28.93,0.92,,2.6,,,
Pruth,PY28,22,22L,Init,24.77,0.76,,1.8,,,
Pruth,PY68,22,22L,Init,29.85,1.71,,3.4,,,
Pruth,PY71,22,22L,Init,29.72,1.55,,3.7,,,
Pruth,PO09,23,22L,Init,30.43,1.64,,3,,,
Pruth,PO29,23,22L,Init,28.35,0.75,,2.7,,,
Pruth,PO37,23,22L,Init,30.74,1.98,,3.5,,,
Pruth,PO76,23,22L,Init,28.07,0.72,,2.7,,,
Pruth,PO93,23,22L,Init,30.06,1.69,,3.2,,,
Pruth,PY05,23,22L,Init,30.37,1.06,,2.7,,,
Pruth,PY77,23,22L,Init,28.5,1.59,,2.5,,,
Pruth,PO12,24,15L,Init,30.68,1.35,,3.1,,,
Pruth,PO63,24,15L,Init,27.72,0.98,,2.4,,,
Pruth,PO73,24,15L,Init,25.95,1.78,,2.4,,,
Pruth,PO88,24,15L,Init,28.9,1.01,,3.3,,,
Pruth,PO99,24,15L,Init,29.98,1.9,,3.2,,,
Pruth,PY04,24,15L,Init,28.61,0.79,,2.5,,,
Pruth,PY90,24,15L,Init,28.14,0.97,,2.6,,,
Cedar,CB07,1,19A,Mid,,,,2,1.14,,
Cedar,CB18,1,19A,Mid,,,,7.7,3.88,,
Cedar,CB26,1,19A,Mid,,,,4.7,2.47,,
Cedar,CB55,1,19A,Mid,,,,4.1,2.07,,
Cedar,CB62,1,19A,Mid,,,,7.1,3.71,,
Cedar,CO11,1,19A,Mid,,,,2.7,1.27,,
Cedar,CO97,1,19A,Mid,,,,3.6,1.87,,
Heron,HG97,1,19A,Mid,,,,3,1.6,,
Heron,HW04,1,19A,Mid,,,,5,2.58,,
Heron,HW10,1,19A,Mid,,,,2.2,1.13,,
Heron,HW12,1,19A,Mid,,,,1.9,1.01,,
Heron,HW15,1,19A,Mid,,,,3.3,1.83,,
Heron,HW76,1,19A,Mid,,,,12.1,6.69,,
Heron,HW96,1,19A,Mid,,,,1.2,0.68,,
Kwak,KB27,1,19A,Mid,,,,2.7,1.16,,
Kwak,KB28,1,19A,Mid,,,,2.7,1.02,,
Kwak,KB44,1,19A,Mid,,,,3.7,1.41,,
Kwak,KB53,1,19A,Mid,,,,2.3,0.86,,
Kwak,KB97,1,19A,Mid,,,,2.9,1.15,,
Kwak,KG16,1,19A,Mid,,,,2.1,0.83,,
Kwak,KG77,1,19A,Mid,,,,2.9,1.14,,
Kwak,KG95,1,19A,Mid,,,,3.1,1.27,,
Pruth,PO24,1,19A,Mid,,,,3.7,,,
Pruth,PO62,1,19A,Mid,,,,3.5,1.58,,
Pruth,PO70,1,19A,Mid,,,,2.8,1.16,,
Pruth,PO96,1,19A,Mid,,,,4.3,1.82,,
Pruth,PY35,1,19A,Mid,,,,4,1.78,,
Pruth,PY70,1,19A,Mid,,,,3.2,1.67,,
Pruth,PY96,1,19A,Mid,,,,4.2,1.78,,
Cedar,CB13,2,22A,Mid,,,,,,,
Cedar,CB16,2,22A,Mid,,,,2.1,1.02,,
Cedar,CB60,2,22A,Mid,,,,,,,
Cedar,CB89,2,22A,Mid,,,,4,2.06,,
Cedar,CO17,2,22A,Mid,,,,6.3,3.31,,
Cedar,CO42,2,22A,Mid,,,,1.3,0.69,,
Cedar,CO48,2,22A,Mid,,,,,,,
Heron,HG55,2,22A,Mid,,,,7.2,3.69,,
Heron,HG67,2,22A,Mid,,,,1.8,0.96,,
Heron,HG71,2,22A,Mid,,,,4,1.97,,
Heron,HW13,2,22A,Mid,,,,2.4,1.22,,
Heron,HW45,2,22A,Mid,,,,,,,
Heron,HW52,2,22A,Mid,,,,4.1,2,,
Heron,HW58,2,22A,Mid,,,,2.8,1.13,,
Kwak,KB51,2,22A,Mid,,,,,,,
Kwak,KB93,2,22A,Mid,,,,1.2,0.54,,
Kwak,KB98,2,22A,Mid,,,,1.5,,,
Kwak,KB99,2,22A,Mid,,,,1.6,0.57,,
Kwak,KG05,2,22A,Mid,,,,,,,
Kwak,KG09,2,22A,Mid,,,,2.6,1.04,,
Kwak,KG18,2,22A,Mid,,,,,,,
Pruth,PO05,2,22A,Mid,,,,3.1,1.34,,
Pruth,PO82,2,22A,Mid,,,,3.8,1.69,,
Pruth,PY08,2,22A,Mid,,,,,,,
Pruth,PY26,2,22A,Mid,,,,,,,
Pruth,PY72,2,22A,Mid,,,,,,,
Pruth,PY81,2,22A,Mid,,,,,,,
Pruth,PY97,2,22A,Mid,,,,,,,
Cedar,CB01,3,22A,Mid,,,,,,,
Cedar,CB12,3,22A,Mid,,,,,,,
Cedar,CO13,3,22A,Mid,,,,,,,
Cedar,CO20,3,22A,Mid,,,,,,,
Cedar,CO33,3,22A,Mid,,,,,,,
Cedar,CO54,3,22A,Mid,,,,,,,
Cedar,CO86,3,22A,Mid,,,,,,,
Heron,HG65,3,22A,Mid,,,,,,,
Heron,HG80,3,22A,Mid,,,,,,,
Heron,HG89,3,22A,Mid,,,,,,,
Heron,HW09,3,22A,Mid,,,,,,,
Heron,HW11,3,22A,Mid,,,,,,,
Heron,HW22,3,22A,Mid,,,,,,,
Heron,HW27,3,22A,Mid,,,,,,,
Kwak,KB03,3,22A,Mid,,,,,,,
Kwak,KB62,3,22A,Mid,,,,,,,
Kwak,KB81,3,22A,Mid,,,,,,,
Kwak,KB87,3,22A,Mid,,,,,,,
Kwak,KB88,3,22A,Mid,,,,,,,
Kwak,KG75,3,22A,Mid,,,,,,,
Kwak,KG91,3,22A,Mid,,,,,,,
Pruth,PO20,3,22A,Mid,,,,,,,
Pruth,PO23,3,22A,Mid,,,,,,,
Pruth,PO32,3,22A,Mid,,,,,,,
Pruth,PO44,3,22A,Mid,,,,,,,
Pruth,PY06,3,22A,Mid,,,,,,,
Pruth,PY16,3,22A,Mid,,,,,,,
Pruth,PY66,3,22A,Mid,,,,,,,
Cedar,CB10,4,15A,Mid,,,,4.3,2.15,,
Cedar,CB11,4,15A,Mid,,,,2.3,1.28,,
Cedar,CB21,4,15A,Mid,,,,2.6,1.44,,
Cedar,CB34,4,15A,Mid,,,,3,1.55,,
Cedar,CB36,4,15A,Mid,,,,3.6,1.93,,
Cedar,CB71,4,15A,Mid,,,,4.3,2.4,,
Cedar,CO26,4,15A,Mid,,,,6.2,3.13,,
Heron,HG78,4,15A,Mid,,,,1.9,1.1,,
Heron,HG82,4,15A,Mid,,,,3.7,2.09,,
Heron,HG88,4,15A,Mid,,,,3.3,1.76,,
Heron,HG90,4,15A,Mid,,,,3.2,1.91,,
Heron,HW19,4,15A,Mid,,,,4.1,2.15,,
Heron,HW50,4,15A,Mid,,,,6.7,3.67,,
Heron,HW88,4,15A,Mid,,,,1.6,0.94,,
Kwak,KB41,4,15A,Mid,,,,1.4,0.64,,
Kwak,KB42,4,15A,Mid,,,,1.5,0.68,,
Kwak,KB50,4,15A,Mid,,,,2.8,1.23,,
Kwak,KB76,4,15A,Mid,,,,1.9,0.89,,
Kwak,KG02,4,15A,Mid,,,,2.2,1.04,,
Kwak,KG08,4,15A,Mid,,,,2.5,1.1,,
Kwak,KG27,4,15A,Mid,,,,1.4,0.61,,
Pruth,PO18,4,15A,Mid,,,,3.5,1.5,,
Pruth,PO22,4,15A,Mid,,,,3,1.31,,
Pruth,PY07,4,15A,Mid,,,,1.9,0.8,,
Pruth,PY65,4,15A,Mid,,,,3.3,1.61,,
Pruth,PY83,4,15A,Mid,,,,3.6,1.53,,
Pruth,PY89,4,15A,Mid,,,,2.2,1.02,,
Pruth,PY92,4,15A,Mid,,,,3.2,1.44,,
Cedar,CB17,5,19A,Mid,,,,,,,
Cedar,CB19,5,19A,Mid,,,,,,,
Cedar,CB28,5,19A,Mid,,,,,,,
Cedar,CB51,5,19A,Mid,,,,,,,
Cedar,CO40,5,19A,Mid,,,,,,,
Cedar,CO89,5,19A,Mid,,,,,,,
Cedar,CY38,5,19A,Mid,,,,,,,
Heron,HG22,5,19A,Mid,,,,,,,
Heron,HG37,5,19A,Mid,,,,,,,
Heron,HG52,5,19A,Mid,,,,,,,
Heron,HG84,5,19A,Mid,,,,,,,
Heron,HW01,5,19A,Mid,,,,,,,
Heron,HW25,5,19A,Mid,,,,,,,
Heron,HW41,5,19A,Mid,,,,,,,
Kwak,KB03,5,19A,Mid,,,,,,,
