Date,Stage,Days_diff,SR,SP,OR,OS,Block,ID,L,Th,TW,SW,SG,DIED,OSTRINA,Notes,,,Legend,
06-04-2019,Mid,78,Calvert,PRUTH,Calvert,Pruth,Y,PO30,33.01,3.13,4.01,1.74,1,0,0,,,,,
08-04-2019,Final,139,Calvert,PRUTH,Calvert,Kwak,Y,PO13,31.46,2.2,4.01,1.81,5,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Pruth,R,PO25,33.54,2.53,3.99,1.75,,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Pruth,Y,PO30,33.38,2.9,3.98,1.74,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,O,PO97,33.89,1.44,3.98,1.83,,0,0,,,,,
06-04-2019,Mid,78,Calvert,PRUTH,Calvert,Pruth,B,PO23,32.35,3.13,3.98,1.82,2,0,0,,,,,
08-02-2019,Final,137,Calvert,PRUTH,Calvert,Pruth,B,PO40,32.47,2.93,3.97,1.83,5,0,0,,,,,
08-02-2019,Final,137,Calvert,PRUTH,Calvert,Pruth,O,PO19,32.77,2.42,3.95,1.74,11,0,0,,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Heron,B,PO92,30.95,3,3.95,1.87,39,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Pruth,B,PO01,32.55,2.06,3.93,1.72,,0,0,,,,,
06-05-2019,Mid,79,Calvert,PRUTH,Calvert,Kwak,O,PO34,30.07,2.53,3.91,1.74,2,0,0,,,,,
08-02-2019,Final,137,Calvert,PRUTH,Calvert,Pruth,R,PO15,32.57,3.2,3.9,1.75,17,0,0,,,,,
06-04-2019,Mid,78,Calvert,PRUTH,Calvert,Pruth,Y,PO08,30.37,2.52,3.87,1.82,3,0,0,,,,,
08-02-2019,Final,137,Calvert,PRUTH,Calvert,Pruth,O,PO31,30.09,2.84,3.87,1.75,10,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Pruth,B,PO16,31,2.45,3.86,1.74,,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Kwak,O,PO34,29.69,2.64,3.84,1.7,,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Pruth,B,PO40,31.55,2.46,3.84,1.78,,0,0,,,,,
08-04-2019,Final,139,Calvert,PRUTH,Calvert,Kwak,O,PO12,33.29,1.79,3.83,1.75,24,0,0,,,,,
06-04-2019,Mid,78,Calvert,PRUTH,Calvert,Pruth,B,PO40,31.41,2.34,3.82,1.77,0,0,0,,,,,
06-05-2019,Mid,79,Calvert,PRUTH,Calvert,Kwak,Y,PO37,31.42,2.85,3.82,1.64,0,0,0,,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Heron,Y,PO63,31.38,4.12,3.82,1.72,7,0,1,OSTRINA?,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Kwak,Y,PO37,31.5,2.54,3.81,1.67,,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Kwak,Y,PO13,31,2.31,3.8,1.61,,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Cedar,B,PO67,32.19,3.17,3.8,,6,0,0,,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Heron,Y,PO61,30.45,2.72,3.8,1.85,19,0,0,,,,,
06-04-2019,Mid,78,Calvert,PRUTH,Calvert,Pruth,B,PO16,30.88,2.56,3.79,1.67,1,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Pruth,Y,PO08,30.28,2.92,3.78,1.68,,0,0,,,,,
08-02-2019,Final,137,Calvert,PRUTH,Calvert,Pruth,O,PO02,31.66,3.04,3.78,1.74,7,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,Y,PO51,33.27,2.65,3.77,1.62,,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Kwak,B,PO22,33.38,2.48,3.76,1.56,,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Pruth,R,PO35,32.62,2.66,3.75,1.67,,0,0,,,,,
08-02-2019,Final,137,Calvert,PRUTH,Calvert,Pruth,Y,PO29,31.5,3.05,3.74,1.74,5,0,0,,,,,
08-04-2019,Final,139,Calvert,PRUTH,Calvert,Kwak,B,PO22,33.08,2.57,3.73,1.53,2,0,0,,,,,
06-04-2019,Mid,78,Calvert,PRUTH,Calvert,Pruth,O,PO32,30.59,2.07,3.72,1.63,14,0,0,,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Heron,Y,PO96,30.1,1.64,3.71,1.74,45,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,O,PO53,32.74,2.14,3.68,1.55,,0,0,,,,,
06-05-2019,Mid,79,Calvert,PRUTH,Calvert,Kwak,Y,PO13,30.96,2.61,3.67,1.64,0,0,0,,,,,
06-05-2019,Mid,79,Calvert,PRUTH,Calvert,Kwak,B,PO22,33.01,2.52,3.67,1.54,0,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Pruth,O,PO39,33.55,0.96,3.66,1.68,,0,0,,,,,
06-04-2019,Mid,78,Calvert,PRUTH,Calvert,Pruth,R,PO48,32.13,1.63,3.66,1.58,17,0,0,,,,,
08-04-2019,Final,139,Calvert,PRUTH,Calvert,Kwak,Y,PO11,30.47,2,3.66,1.59,9,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Kwak,O,PO44,30,2.43,3.6,1.56,,0,0,,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Heron,B,PO95,30.64,3.38,3.6,1.61,5,0,0,,,,,
06-05-2019,Mid,79,Calvert,PRUTH,Calvert,Kwak,O,PO44,30.11,2.59,3.57,1.58,0,0,0,,,,,
08-02-2019,Final,137,Calvert,PRUTH,Calvert,Pruth,B,PO46,30.27,2.6,3.53,1.65,18,0,0,,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Heron,B,PO83,30.98,1.76,3.53,1.66,35,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,R,PO78,29.51,0.84,3.51,1.72,,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Kwak,B,PO28,29.7,2.71,3.5,0.32,,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,Y,PO77,30.62,3.73,3.49,,4,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,Y,PO81,28.97,1.27,3.47,1.69,,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,Y,PO63,31.35,3.26,3.47,,1,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,B,PO67,31.67,2.13,3.44,1.28,,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Kwak,B,PO38,29.43,2.76,3.43,1.48,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,Y,PO63,31.75,2.99,3.41,1.54,,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,B,PO92,30.39,2.26,3.41,,32,0,0,,,,,
08-04-2019,Final,139,Calvert,PRUTH,Calvert,Kwak,Y,PO27,30.59,2.37,3.41,1.54,1,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Kwak,R,PO33,30.71,2.64,3.39,1.42,,0,0,,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Heron,B,PO54,29.72,3.22,3.39,1.59,3,0,1,OSTRINA?,,,,
06-04-2019,Mid,78,Calvert,PRUTH,Calvert,Pruth,Y,PO29,31.27,3.02,3.37,1.63,1,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,B,PO95,30.68,2.83,3.36,,2,0,0,,,,,
06-05-2019,Mid,79,Calvert,PRUTH,Calvert,Kwak,R,PO33,30.7,2.6,3.35,1.46,0,0,0,,,,,
06-05-2019,Mid,79,Calvert,PRUTH,Calvert,Kwak,O,PO17,30.79,1.56,3.35,1.51,7,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Kwak,Y,PO27,30.98,2.81,3.34,1.5,,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Pruth,Y,PO29,31.49,2.98,3.34,1.5,,0,0,,,,,
06-05-2019,Mid,79,Calvert,PRUTH,Calvert,Kwak,Y,PO27,30.82,2.74,3.34,1.52,0,0,0,,,,,
06-04-2019,Mid,78,Calvert,PRUTH,Calvert,Pruth,O,PO19,30.89,2.68,3.33,1.6,0,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,B,PO54,29.7,3.3,3.33,,3,0,0,,,,,
08-04-2019,Final,139,Calvert,PRUTH,Calvert,Kwak,B,PO38,29.36,2.77,3.33,1.46,2,0,0,,,,,
08-04-2019,Final,139,Calvert,PRUTH,Calvert,Kwak,B,PO09,28.18,2.57,3.33,1.47,6,0,0,,,,,
06-05-2019,Mid,79,Calvert,PRUTH,Calvert,Kwak,B,PO38,28.26,2.77,3.29,1.47,0,0,0,,,,,
06-04-2019,Mid,78,Calvert,PRUTH,Calvert,Pruth,O,PO02,30.57,2.45,3.27,1.65,0,0,0,,,,,
08-04-2019,Final,139,Calvert,PRUTH,Calvert,Kwak,O,PO17,30.71,1.44,3.27,1.48,6,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Pruth,O,PO02,30.64,2.48,3.25,1.4,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,B,PO54,29.78,2.72,3.25,1.45,,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Pruth,O,PO19,30.94,2.64,3.24,1.38,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,R,PO50,30.75,1.98,3.22,1.37,,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Kwak,B,PO09,29.44,3.13,3.19,1.42,,0,0,,,,,
08-04-2019,Final,139,Calvert,PRUTH,Calvert,Kwak,R,PO42,31.01,1.94,3.18,1.29,2,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,B,PO95,31.03,3.2,3.16,1.33,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,Y,PO77,30.38,3.33,3.16,1.38,,0,0,,,,,
08-04-2019,Final,139,Calvert,PRUTH,Calvert,Kwak,R,PO07,29.8,1.81,3.16,1.35,6,0,1,OSTRINA?,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Heron,Y,PO91,29.29,2.04,3.13,1.55,45,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Kwak,R,PO42,30.53,2.27,3.1,1.29,,0,0,,,,,
06-05-2019,Mid,79,Calvert,PRUTH,Calvert,Kwak,B,PO09,29.2,2.79,3.1,1.39,0,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Cedar,O,PO70,27.22,2.52,3.1,,18,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Kwak,O,PO17,29.29,2.13,3.09,1.39,,0,0,,,,,
06-05-2019,Mid,79,Calvert,PRUTH,Calvert,Kwak,R,PO42,30.81,1.99,3.09,1.29,1,0,0,,,,,
06-05-2019,Mid,79,Calvert,PRUTH,Calvert,Kwak,Y,PO11,29.51,2.17,3.09,1.31,0,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Kwak,Y,PO11,29.5,2.02,3.07,1.32,,0,0,,,,,
06-04-2019,Mid,78,Calvert,PRUTH,Calvert,Pruth,O,PO31,28.6,2.17,3.07,1.6,3,0,0,,,,,
08-04-2019,Final,139,Calvert,PRUTH,Calvert,Kwak,B,PO47,30.15,1.79,3.06,1.31,4,0,1,OSTRINA?,,,,
08-04-2019,Final,139,Calvert,PRUTH,Calvert,Kwak,B,PO28,29.29,2.57,3.03,1.3,3,0,1,OSTRINA?,,,,
06-04-2019,Mid,78,Calvert,PRUTH,Calvert,Pruth,B,PO46,28.08,1.33,2.97,1.32,11,0,0,,,,,
06-05-2019,Mid,79,Calvert,PRUTH,Calvert,Kwak,B,PO28,28.84,2.41,2.96,1.31,0,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,Y,PO56,29.78,2.82,2.95,,38,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Kwak,R,PO07,28.74,2.07,2.94,1.24,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,O,PO87,29.68,1.24,2.93,1.4,,0,0,,,,,
06-05-2019,Mid,79,Calvert,PRUTH,Calvert,Kwak,B,PO47,29.48,1.88,2.93,1.23,0,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Pruth,O,PO31,28.7,2.36,2.9,1.25,,0,0,,,,,
06-04-2019,Mid,78,Calvert,PRUTH,Calvert,Pruth,R,PO15,29.29,2.13,2.89,1.2,5,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Pruth,O,PO32,28.3,2.72,2.87,1.31,,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Kwak,O,PO05,27.44,1.09,2.83,1.47,,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Pruth,R,PO41,27.07,1.56,2.83,1.41,,0,0,,,,,
06-05-2019,Mid,79,Calvert,PRUTH,Calvert,Kwak,R,PO07,28.81,2.04,2.81,1.22,0,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Kwak,B,PO47,29.35,1.98,2.8,1.22,,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Pruth,R,PO48,28.22,2.04,2.8,1.22,,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Pruth,Y,PO06,29,2.44,2.73,1.18,,0,0,,,,,
08-02-2019,Final,137,Calvert,PRUTH,Calvert,Pruth,O,PO45,28.85,2.16,2.73,1.15,12,0,0,,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Heron,R,PO75,25.51,2.38,2.72,1.32,30,0,0,,,,,
06-04-2019,Mid,78,Calvert,PRUTH,Calvert,Pruth,R,PO35,34.56,2.13,2.69,2.15,13,0,0,,L,T,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Cedar,O,PO59,26.88,3,2.68,1.25,4,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,R,PO75,25.85,2.26,2.67,,29,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Kwak,O,PO12,28,1.47,2.66,1.24,,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,O,PO79,27.66,1.67,2.66,,41,0,0,,,,,
06-05-2019,Mid,79,Calvert,PRUTH,Calvert,Kwak,O,PO12,27.99,1.88,2.65,1.29,0,0,0,,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Cedar,O,PO64,27.66,2.68,2.63,1.18,4,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,B,PO80,29.4,2.17,2.62,1.01,,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Cedar,O,PO64,27.72,2.57,2.6,,5,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,Y,PO61,27.57,2.62,2.6,,2,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,R,PO57,27.38,1.68,2.57,1.12,,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Pruth,R,PO15,29.13,1.63,2.56,1.1,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,Y,PO61,27.54,2.24,2.56,1.12,,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Cedar,B,PO80,29.23,2.38,2.56,,2,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Cedar,O,PO59,27.2,2.75,2.54,,0,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Pruth,B,PO46,26.46,2.18,2.5,1.12,,0,0,,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Cedar,R,PO69,25.94,1.55,2.49,1.2,28,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,O,PO64,27.75,2.29,2.42,1.05,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,O,PO59,27.29,1.79,2.4,1.05,,0,0,,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Heron,R,PO76,24.36,2.39,2.32,1.13,32,0,0,,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Heron,R,PO82,22.99,2.43,2.21,1.11,35,0,0,Dropped shell in seawater table after experiment so didn't freeze,,,,
06-04-2019,Mid,78,Calvert,PRUTH,Calvert,Pruth,O,PO45,26.88,1.34,2.19,1.04,5,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,Y,PO96,25.97,2.52,2.14,,26,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,B,PO83,26.88,2.09,2.13,,38,0,0,,,,,
03-19-2019,Init,1,Calvert,PRUTH,Calvert,Pruth,O,PO45,26.75,0.99,2.02,0.79,,0,0,,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Cedar,O,PO85,23.4,2.31,1.98,1,21,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,R,PO82,23.18,2.1,1.91,,32,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Cedar,Y,PO84,24,2.37,1.87,,28,0,0,,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Heron,O,PO99,22.43,1.69,1.83,0.88,22,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,O,PO70,24.53,1.03,1.82,0.86,,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,R,PO76,23.81,2.28,1.75,,27,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Cedar,R,PO69,23.1,2.64,1.74,,13,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,B,PO92,22.42,0.64,1.35,0.59,,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,Y,PO91,21.97,2.14,1.27,,15,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Cedar,O,PO85,20.84,1.72,1.24,,6,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,O,PO99,20.04,1.95,1.16,,8,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,Y,PO56,21.96,0.48,1.12,0.46,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,R,PO75,20.21,0.78,1.1,0.48,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,R,PO69,21.01,1.06,1.07,0.49,,0,0,,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Cedar,B,PO52,18.63,1.91,1.05,0.52,15,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,O,PO85,20.88,0.67,1.02,0.44,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,Y,PO93,20.17,0.58,0.97,0.44,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,R,PO94,20.37,0.79,0.94,0.42,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,Y,PO96,20.43,0.78,0.89,0.35,,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Cedar,B,PO52,18.33,2.05,0.89,,8,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,Y,PO71,16.99,1.55,0.85,0.43,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,R,PO76,19.89,0.54,0.85,0.36,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,O,PO98,18.31,0.91,0.81,0.4,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,O,PO99,18.03,0.89,0.81,0.35,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,Y,PO84,18.46,1.04,0.8,0.4,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,O,PO79,18.17,1.1,0.77,0.33,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,R,PO65,18.65,1.3,0.76,0.34,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,Y,PO91,19.41,0.43,0.75,0.3,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,Y,PO74,18.28,0.64,0.73,0.31,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,R,PO82,17.55,0.76,0.73,0.33,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,R,PO66,19.18,0.84,0.69,0.3,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,B,PO83,17.15,0.95,0.62,0.26,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,B,PO52,17.21,0.74,0.6,0.27,,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Cedar,B,PO86,16.15,1,0.55,,0,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,B,PO89,26.99,0.57,0.52,0.22,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,B,PO86,17.92,0.82,0.52,0.22,,0,0,,,,,
06-04-2019,Mid,78,Calvert,PRUTH,Calvert,Pruth,R,PO41,,,,,,1,0,DIED HERMIT CRAB,26.54,1.04,,
06-04-2019,Mid,78,Calvert,PRUTH,Calvert,Pruth,Y,PO06,,,,,,1,0,DIED HERMIT CRAB,28.75,2.23,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Cedar,R,PO50,,,,,,1,0,DIED HERMIT CRAB,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,O,PO90,,,,,,1,0,DIED HERMIT CRAB,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,R,PO57,,,,,,1,0,DIED HERMIT CRAB,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,O,PO53,,,,,,1,0,DIED HERMIT CRAB,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Cedar,Y,PO84,,,,,,1,0,DIED HERMIT CRAB,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Cedar,Y,PO81,,,,,,1,0,DIED,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Cedar,B,PO60,,,,,,1,0,DIED HERMIT CRAB,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Cedar,B,PO67,,,,,,1,0,DIED HERMIT CRAB,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Cedar,B,PO80,,,,,,1,0,DIED HERMIT CRAB,,,,